"ï..Sample_no","Planting_Date","Harvest_Date","Analysis_Date","Rotation","Rep","Variety","Irrigation","Treatment_Code","Quality_short","Quality_long","Acceptance","Orig_Weight","Weight","AT.G2","At.G1","AT.B2","AT.B1","AT.Total"
359,"01-05-2003","11-10-2003","08-12-2003","5",3,"GA Green twin","0",5354,"R","whole kernel reject","reject",NA,452.7,0,0,0,0,0
360,"01-05-2003","11-10-2003","08-12-2003","6",1,"GA Green twin","0",6154,"R","whole kernel reject","reject",NA,506.6,0,0,0.3,2.5,2.8
361,"01-05-2003","11-10-2003","08-12-2003","6",2,"GA Green twin","0",6254,"R","whole kernel reject","reject",NA,482,0,0,0,0,0
362,"01-05-2003","11-10-2003","08-12-2003","6",3,"GA Green twin","0",6354,"R","whole kernel reject","reject",NA,527.6,0,0,0,0,0
363,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","50",153,"A","whole kernel accept","accept",NA,200.1,0,0,0,1,1
364,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","50",163,"A","whole kernel accept","accept",NA,199.9,0,0,0,0,0
365,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","50",253,"A","whole kernel accept","accept",NA,200.1,0,0,0,0,0
366,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","50",263,"A","whole kernel accept","accept",NA,199.9,0,0,0,0,0
367,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","50",353,"A","whole kernel accept","accept",NA,200,0,0,0,0,0
368,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","50",363,"A","whole kernel accept","accept",NA,199.9,0,0,0,0,0
369,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","0",154,"A","whole kernel accept","accept",NA,199.9,2.2,34.8,1.5,25,63.4
370,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","0",164,"A","whole kernel accept","accept",NA,200,11.4,85.7,17.8,173.9,288.8
371,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","0",254,"A","whole kernel accept","accept",NA,200,0,0,0,0,0
372,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","0",264,"A","whole kernel accept","accept",NA,199.9,0.9,6,0.5,3.1,10.5
373,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","0",354,"A","whole kernel accept","accept",NA,200,0,0,0,0,0
374,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","0",364,"A","whole kernel accept","accept",NA,199.9,0,0,0,0,0
375,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","50",153,"R","whole kernel reject","reject",NA,200.2,0,0,0,0,0
376,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","50",163,"R","whole kernel reject","reject",NA,200.1,0,0,0,0,0
377,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","50",253,"R","whole kernel reject","reject",NA,275,0,0,0,0,0
378,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","50",263,"R","whole kernel reject","reject",NA,200.2,0,0,0,0,0
379,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","50",353,"R","whole kernel reject","reject",NA,266.3,0,5.1,0,0,5.1
380,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","50",363,"R","whole kernel reject","reject",NA,199.8,0,0,0,0,0
381,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","0",154,"R","whole kernel reject","reject",NA,200,5.7,45.4,41.6,368.6,461.3
382,"26-04-2001","13-10-2001","29-01-2002","7",1,"NA","0",164,"R","whole kernel reject","reject",NA,199.9,98.9,540,86.6,710.4,1435.9
383,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","0",254,"R","whole kernel reject","reject",NA,199.8,4.1,44.3,6.1,66.1,120.6
384,"26-04-2001","13-10-2001","29-01-2002","7",2,"NA","0",264,"R","whole kernel reject","reject",NA,199.9,73.3,562.6,87.7,544.7,1268.3
385,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","0",354,"R","whole kernel reject","reject",NA,260.2,0,0,0,0,0
386,"26-04-2001","13-10-2001","29-01-2002","7",3,"NA","0",364,"R","whole kernel reject","reject",NA,264.1,0,0,72,949.3,1021.3
387,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"Jum","whole kernel jumbo","",NA,133.2,0,0,0,0,0
388,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"Med","whole kernel medium ","",NA,183.3,0,0,0,0,0
389,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"No 1","whole kernel number 1","",NA,37.1,0,0,0,0,0
390,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"Splits","split kernel","",NA,12.1,0,0,0,0,0
391,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"LSK  J","loose split kernel jumbo","",NA,27.6,0,0,0,0,0
392,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"LSK  M","loose split kernel medium","",NA,33.3,0,0,0,0,0
393,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA Green twin","0",1154,"OS","other splits","reject",NA,55.3,0,0,1.2654,2.0658,3.3312
394,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"Jum","whole kernel jumbo","",NA,138.1,0,0,0,0,0
395,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"Med","whole kernel medium ","",NA,171.3,0,0,0,0,0
396,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"No 1","whole kernel number 1","",NA,35.2,0,0,0,0,0
397,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"Splits","split kernel","",NA,11.1,0,0,0,0,0
398,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"LSK  J","loose split kernel jumbo","",NA,18.5,0,0,0,0,0
399,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"LSK  M","loose split kernel medium","",NA,10.8,0,0,0,0,0
400,"03-05-2010","13-09-2010","20-10-2010","1",1,"GA 982508","0",1174,"OS","other splits","",NA,57.5,0,0,0.9235,1.1256,2.0491
401,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"Jum","whole kernel jumbo","",NA,115.3,0,0,0,0,0
402,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"Med","whole kernel medium ","",NA,182.5,0,0,0,0,0
403,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"No 1","whole kernel number 1","",NA,31.5,0,0,0,0,0
404,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"Splits","split kernel","",NA,13,0,0,0,0,0
405,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"LSK  J","loose split kernel jumbo","",NA,39.2,0,0,0,0,0
406,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"LSK  M","loose split kernel medium","",NA,42.6,0,0,0,0,0
407,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA Green twin","0",1254,"OS","other splits","",NA,73.1,0,0,0,0,0
408,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"Jum","whole kernel jumbo","",NA,113.1,0,0,0,0,0
409,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"Med","whole kernel medium ","",NA,156,0,0,0,0,0
410,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"No 1","whole kernel number 1","",NA,49.2,0,0,0,0,0
411,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"Splits","split kernel","",NA,17.5,0,0,0,0,0
412,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"LSK  J","loose split kernel jumbo","",NA,40.6,0,0,0,0,0
413,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"LSK  M","loose split kernel medium","",NA,20.1,0,0,0,0,0
414,"03-05-2010","13-09-2010","20-10-2010","1",2,"GA 982508","0",1274,"OS","other splits","",NA,12.3,0,0,0,0,0
415,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"Jum","whole kernel jumbo","",NA,125.6,0,0,0,0,0
416,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"Med","whole kernel medium ","",NA,175.4,0,0,0,0,0
417,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"No 1","whole kernel number 1","",NA,34,0,0,0,0,0
418,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"Splits","split kernel","",NA,11.1,0,0,0,0,0
419,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"LSK  J","loose split kernel jumbo","",NA,25.6,0,0,0,0,0
420,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"LSK  M","loose split kernel medium","",NA,12.1,0,0,0,0,0
421,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA Green twin","0",1354,"OS","other splits","",NA,75.7,0,0,3.58974,5.26598,8.85572
422,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"Jum","whole kernel jumbo","",NA,114.9,0,0,0,0,0
423,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"Med","whole kernel medium ","",NA,172.6,0,0,0,0,0
424,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"No 1","whole kernel number 1","",NA,50.4,0,0,0,0,0
425,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"Splits","split kernel","",NA,13.5,0,0,0,0,0
426,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"LSK  J","loose split kernel jumbo","",NA,38.2,0,0,0,0,0
427,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"LSK  M","loose split kernel medium","",NA,25.2,0,0,0,0,0
428,"03-05-2010","13-09-2010","20-10-2010","1",3,"GA 982508","0",1374,"OS","other splits","",NA,61.1,0,0,0,0,0
429,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"Jum","whole kernel jumbo","",NA,121.4,0,0,0,0,0
430,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"Med","whole kernel medium ","",NA,156.3,0,0,0,0,0
431,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"No 1","whole kernel number 1","",NA,40.9,0,0,0,0,0
432,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"Splits","split kernel","",NA,15.1,0,0,0,0,0
433,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"LSK  J","loose split kernel jumbo","",NA,43.9,0,0,0,0,0
434,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"LSK  M","loose split kernel medium","",NA,41.6,0,0,0,0,0
435,"03-05-2010","13-09-2010","20-10-2010","3",1,"GA Green twin","0",3154,"OS","other splits","",NA,85.4,0,0,2.0016,3.9658,5.9674
436,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"Jum","whole kernel jumbo","",NA,111.6,0,0,0,0,0
437,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"Med","whole kernel medium ","",NA,159.6,0,0,0,0,0
438,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"No 1","whole kernel number 1","",NA,48,0,0,0,0,0
439,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"Splits","split kernel","",NA,12.7,0,0,0,0,0
440,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"LSK  J","loose split kernel jumbo","",NA,35.4,0,0,0,0,0
441,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"LSK  M","loose split kernel medium","",NA,42.7,0,0,0,0,0
442,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","0",3174,"OS","other splits","",NA,97.2,0,0,2.674,4.935,7.609
443,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"Jum","whole kernel jumbo","",NA,107.3,0,0,0,0,0
444,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"Med","whole kernel medium ","",NA,173.1,0,0,0,0,0
445,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"No 1","whole kernel number 1","",NA,47.3,0,0,0,0,0
446,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"Splits","split kernel","",NA,16.1,0,0,0,0,0
447,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"LSK  J","loose split kernel jumbo","",NA,36.5,0,0,0,0,0
448,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"LSK  M","loose split kernel medium","",NA,25.5,0,0,0,0,0
449,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","0",3254,"OS","other splits","",NA,91.9,0,0,0,0,0
450,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"Jum","whole kernel jumbo","",NA,107.5,0,0,0,0,0
451,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"Med","whole kernel medium ","",NA,171.4,0,0,0,0,0
452,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"No 1","whole kernel number 1","",NA,47,0,0,0,0,0
453,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"Splits","split kernel","",NA,19.5,0,0,0,0,0
454,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"LSK  J","loose split kernel jumbo","",NA,40,0,0,0,0,0
455,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"LSK  M","loose split kernel medium","",NA,20.5,0,0,0,0,0
456,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","0",3274,"OS","other splits","",NA,84.9,0,0,1.2654,2.1545,3.4199
457,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"Jum","whole kernel jumbo","",NA,110.5,0,0,0,0,0
458,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"Med","whole kernel medium ","",NA,169.4,0,0,0,0,0
459,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"No 1","whole kernel number 1","",NA,43.8,0,0,0,0,0
460,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"Splits","split kernel","",NA,28.4,0,0,0,0,0
461,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"LSK  J","loose split kernel jumbo","",NA,25.1,0,0,0,0,0
462,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"LSK  M","loose split kernel medium","",NA,22.8,0,0,0,0,0
463,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","0",3354,"OS","other splits","",NA,99.6,0,0,0,0,0
464,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"Jum","whole kernel jumbo","",NA,91.6,0,0,0,0,0
465,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"Med","whole kernel medium ","",NA,166.5,0,0,0,0,0
466,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"No 1","whole kernel number 1","",NA,54.7,0,0,0,0,0
467,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"Splits","split kernel","",NA,21.3,0,0,0,0,0
468,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"LSK  J","loose split kernel jumbo","",NA,17,0,0,0,0,0
469,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"LSK  M","loose split kernel medium","",NA,13.4,0,0,0,0,0
470,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","0",3374,"OS","other splits","reject",NA,116.9,0,0,0,0,0
471,"03-05-2010","13-09-2010","21-10-2010","1",1,"GA Green twin","50",1153,"OS","other splits","reject",NA,72.2,0,0,0,0,0
472,"03-05-2010","13-09-2010","21-10-2010","1",1,"GA 982508","50",1173,"OS","other splits","reject",NA,49.4,0,0,0,0,0
473,"03-05-2010","13-09-2010","21-10-2010","1",2,"GA Green twin","50",1253,"OS","other splits","reject",NA,72.7,0,0,0,0,0
474,"03-05-2010","13-09-2010","21-10-2010","1",2,"GA 982508","50",1273,"OS","other splits","reject",NA,77.3,0,0,0,0,0
475,"03-05-2010","13-09-2010","21-10-2010","1",3,"GA Green twin","50",1353,"OS","other splits","reject",NA,85.5,0,0,0,0,0
476,"03-05-2010","13-09-2010","21-10-2010","1",3,"GA 982508","50",1373,"OS","other splits","reject",NA,56,0,0,0,0,0
477,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA Green twin","50",3153,"OS","other splits","reject",NA,92.9,0,0,0,0,0
478,"03-05-2010","13-09-2010","21-10-2010","3",1,"GA 982508","50",3173,"OS","other splits","reject",NA,108.7,0,0,0,0,0
479,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA Green twin","50",3253,"OS","other splits","reject",NA,89,0,0,0,0,0
480,"03-05-2010","13-09-2010","21-10-2010","3",2,"GA 982508","50",3273,"OS","other splits","reject",NA,130.2,0,0,0,0,0
481,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA Green twin","50",3353,"OS","other splits","reject",NA,104.8,0,0,0,0,0
482,"03-05-2010","13-09-2010","21-10-2010","3",3,"GA 982508","50",3373,"OS","other splits","reject",NA,123.2,0,0,0,0,0
483,"03-05-2010","13-09-2010","22-10-2010","1",3,"GA 982508","0",1374,"LSK","loose split kernel","",NA,8.9,0,0,0,0,0
484,"03-05-2010","13-09-2010","22-10-2010","3",1,"GA 982508","0",3174,"LSK","loose split kernel","",NA,8.5,0,0,0,0,0
485,"03-05-2010","13-09-2010","22-10-2010","3",1,"GA Green twin","0",3154,"LSK","loose split kernel","",NA,7.8,0,0,0,0,0
486,"03-05-2010","13-09-2010","22-10-2010","1",2,"GA Green twin","0",1254,"LSK","loose split kernel","",NA,5.7,0,0,0,0,0
487,"03-05-2010","13-09-2010","22-10-2010","3",1,"GA Green twin","0",3154,"LSK","loose split kernel","",NA,5.1,0,0,0,0,0
488,"03-05-2010","13-09-2010","22-10-2010","3",1,"GA 982508","0",3174,"LSK","loose split kernel","",NA,4.2,0,0,0.30007,0.48624,0.78631
489,"03-05-2010","13-09-2010","22-10-2010","1",3,"GA Green twin","0",1354,"LSK","loose split kernel","",NA,3.9,0,0,0,0,0
490,"03-05-2010","13-09-2010","22-10-2010","3",3,"GA 982508","0",3374,"LSK","loose split kernel","",NA,3.6,0,0,0,0,0
491,"03-05-2010","13-09-2010","22-10-2010","3",2,"GA Green twin","0",3254,"LSK","loose split kernel","",NA,3.7,0,0,0,0,0
492,"03-05-2010","13-09-2010","22-10-2010","3",3,"GA Green twin","0",3354,"LSK","loose split kernel","",NA,3.8,0,0,0,0,0
493,"03-05-2010","13-09-2010","22-10-2010","1",1,"GA Green twin","0",1154,"LSK","loose split kernel","",NA,3.5,0,0,0,0,0
494,"03-05-2010","13-09-2010","22-10-2010","1",3,"GA 982508","0",1374,"LSK","loose split kernel","",NA,3.5,0,0,0,0,0
495,"03-05-2010","13-09-2010","22-10-2010","1",2,"GA Green twin","0",1254,"LSK","loose split kernel","",NA,3.4,0,0,0,0,0
496,"03-05-2010","13-09-2010","22-10-2010","3",3,"GA Green twin","0",3354,"LSK","loose split kernel","",NA,3.2,0,0,0,0,0
497,"03-05-2010","13-09-2010","22-10-2010","1",2,"GA 982508","0",1274,"LSK","loose split kernel","",NA,2.8,0,0,0.2534,0.89411,1.14751
498,"03-05-2010","13-09-2010","22-10-2010","3",2,"GA Green twin","0",3254,"LSK","loose split kernel","",NA,2.8,0,0,0,0,0
499,"03-05-2010","13-09-2010","22-10-2010","3",3,"GA 982508","0",3374,"LSK","loose split kernel","",NA,2.2,0,0,0.21783,1.65108,1.86891
500,"03-05-2010","13-09-2010","22-10-2010","3",2,"GA 982508","0",3274,"LSK","loose split kernel","",NA,2.2,0,0,0,0.49693,0.49693
501,"03-05-2010","13-09-2010","25-10-2010","1",1,"GA Green twin","0",1154,"LSK","loose split kernel","",NA,1.1144,0,0,0.40541,2.22426,2.62967
502,"03-05-2010","13-09-2010","25-10-2010","1",1,"GA 982508","0",1174,"LSK","loose split kernel","",NA,0.9645,0,0.55585,1.54331,3.65437,5.75353
503,"03-05-2010","13-09-2010","25-10-2010","1",1,"GA 982508","0",1174,"LSK","loose split kernel","",NA,1.3446,0,0,0.28344,1.06052,1.34396
504,"03-05-2010","13-09-2010","25-10-2010","1",2,"GA 982508","0",1274,"LSK","loose split kernel","",NA,0.6541,0,0,0.33957,1.50504,1.84461
505,"03-05-2010","13-09-2010","25-10-2010","1",3,"GA Green twin","0",1354,"LSK","loose split kernel","",NA,1.4782,0.12277,0.74292,1.07484,3.35137,5.2919
506,"03-05-2010","13-09-2010","25-10-2010","3",2,"GA 982508","0",3274,"LSK","loose split kernel","",NA,0.3567,0,0.69214,1.04297,3.79422,5.52933
507,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"J","whole kernel jumbo","",NA,NA,0,0,0,0,0
508,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"M","whole kernel medium ","",NA,NA,0,0,0,0,0
509,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"N","","",NA,NA,0,0,0,0,0
510,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"S","","",NA,NA,0,0,0,0,0
511,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"O+D","","",NA,NA,0,0,0,0.06,0.06
512,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"LSK J","loose split kernel jumbo","",NA,NA,0,0,0,0.027,0.027
513,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"LSK M","loose split kernel medium","",NA,NA,0,0,0,0.011,0.011
514,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"LSK N","","",NA,NA,0,0,0,0,0
515,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"LSK S","","",NA,NA,0,0,0.001,0.021,0.022
516,"05-05-2011","20-09-2011","","2",1,"NA","0",214,"LSK OS","","",NA,NA,0,0,4.895,7.598,12.493
517,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"J","","",NA,NA,0,0,0,0,0
518,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"M","","",NA,NA,0,0,0,0,0
519,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"N","","",NA,NA,0,0,0,0,0
520,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"S","","",NA,NA,0,0,0,0,0
521,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"O+D","","",NA,NA,0,0,5.959,69.361,75.32
522,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"LSK J","","",NA,NA,0,0,0,0,0
523,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"LSK M","","",NA,NA,0,0,0,0,0
524,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"LSK N","","",NA,NA,0,0,0.008,0.032,0.039
525,"05-05-2011","20-09-2011","","2",2,"NA","0",224,"LSK OS","","",NA,NA,0,0,2.977,65.667,68.644
526,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"J","","",NA,NA,0,0,0,0,0
527,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"M","","",NA,NA,0,0,0,0,0
528,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"N","","",NA,NA,0,0,0,0,0
529,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"S","","",NA,NA,0,0,0,0,0
530,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"O+D","","",NA,NA,0,0,2.56,4.985,7.545
531,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"LSK J","","",NA,NA,0,0,0,0,0
532,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"LSK M","","",NA,NA,0,0,0,0,0
533,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"LSK N","","",NA,NA,0,0,0.008,0.028,0.035
534,"05-05-2011","20-09-2011","","2",3,"NA","0",234,"LSK OS","","",NA,NA,0,0,0,0.015,0.015
535,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"J","","",NA,NA,0,0,0,0,0
536,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"M","","",NA,NA,0,0,0,0,0
537,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"N","","",NA,NA,0,0,0,0,0
538,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"S","","",NA,NA,0,0,0,0,0
539,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"O+D","","",NA,NA,0,0,2.126,6.256,8.382
540,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"LSK J","","",NA,NA,0,0,0,0,0
541,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"LSK M","","",NA,NA,0,0,0,0,0
542,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"LSK N","","",NA,NA,0,0,0.015,0.055,0.07
543,"05-05-2011","20-09-2011","","5",1,"NA","0",514,"LSK OS","","",NA,NA,0,0,0.894,0.985,1.879
544,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"J","","",NA,NA,0,0,0,0,0
545,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"M","","",NA,NA,0,0,0,0,0
546,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"N","","",NA,NA,0,0,0,0,0
547,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"S","","",NA,NA,0,0,0,0,0
548,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"O+D","","",NA,NA,0,0,1.112,2.131,3.243
549,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"LSK J","","",NA,NA,0,0,0,0.024,0.024
550,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"LSK M","","",NA,NA,0,0,0.004,0.021,0.025
551,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"LSK N","","",NA,NA,0,0,0,0,0
552,"05-05-2011","20-09-2011","","5",2,"NA","0",524,"LSK OS","","",NA,NA,0,0,0.012,0.108,0.12
553,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"J","","",NA,NA,0,0,0,0,0
554,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"M","","",NA,NA,0,0,0,0,0
555,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"N","","",NA,NA,0,0,0,0,0
556,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"S","","",NA,NA,0,0,0,0.013,0.013
557,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"O+D","","",NA,NA,0,0,9.889,111.296,121.185
558,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"LSK J","","",NA,NA,0,0,0.14,0.39,0.53
559,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"LSK M","","",NA,NA,0,0,0.02,0.135,0.155
560,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"LSK N","","",NA,NA,0,0,0,0,0
561,"05-05-2011","20-09-2011","","5",3,"NA","0",534,"LSK OS","","",NA,NA,0,0,2.541,3.568,6.109
