Date,MaxTf,MinTf,Rain (in),MaxTc,MinTc
2017-04-15,82,54,0,27.8,12.2
2017-04-16,83,54,0,28.3,12.2
2017-04-17,83,54,0,28.3,12.2
2017-04-18,85,55,0,29.4,12.8
2017-04-19,85,59,0,29.4,15.0
2017-04-20,85,57,0,29.4,13.9
2017-04-21,85,58,0,29.4,14.4
2017-04-22,87,57,0,30.6,13.9
2017-04-23,86,59,0,30.0,15.0
2017-04-24,84,54,0.2,28.9,12.2
2017-04-25,65,55,0,18.3,12.8
2017-04-26,80,55,0,26.7,12.8
2017-04-27,83,56,0,28.3,13.3
2017-04-28,87,67,0,30.6,19.4
2017-04-29,92,67,0,33.3,19.4
2017-04-30,90,70,0,32.2,21.1
2017-05-01,90,70,0,32.2,21.1
2017-05-02,84,56,0.2,28.9,13.3
2017-05-03,82,52,0,27.8,11.1
2017-05-04,90,52,0,32.2,11.1
2017-05-05,90,52,1,32.2,11.1
2017-05-06,62,50,0,16.7,10.0
2017-05-07,74,51,0,23.3,10.6
2017-05-08,77,48,0,25.0,8.9
2017-05-09,80,50,0,26.7,10.0
2017-05-10,87,55,0,30.6,12.8
2017-05-11,90,63,0,32.2,17.2
2017-05-12,89,66,0,31.7,18.9
2017-05-13,89,66,0.03,31.7,18.9
2017-05-14,78,64,0.6,25.6,17.8
2017-05-15,83,58,0,28.3,14.4
2017-05-16,88,60,0,31.1,15.6
2017-05-17,93,62,0,33.9,16.7
2017-05-18,93,62,0,33.9,16.7
2017-05-19,93,66,0,33.9,18.9
2017-05-20,88,67,0,31.1,19.4
2017-05-21,88,68,0,31.1,20.0
2017-05-22,84,68,0.95,28.9,20.0
2017-05-23,86,70,0.1,30.0,21.1
2017-05-24,79,69,1.25,26.1,20.6
2017-05-25,75,59,0.12,23.9,15.0
2017-05-26,76,53,0,24.4,11.7
2017-05-27,85,58,0,29.4,14.4
2017-05-28,89,62,0,31.7,16.7
2017-05-29,92,62,0,33.3,16.7
2017-05-30,92,74,0,33.3,23.3
2017-05-31,87,65,0.12,30.6,18.3
2017-06-01,86,69,1.3,30.0,20.6
2017-06-02,87,65,0.15,30.6,18.3
2017-06-03,85,69,0.06,29.4,20.6
2017-06-04,87,70,0,30.6,21.1
2017-06-05,87,71,0,30.6,21.7
2017-06-06,87,70,0,30.6,21.1
2017-06-07,76,71,0.35,24.4,21.7
2017-06-08,74,63,0.75,23.3,17.2
2017-06-09,80,60,0,26.7,15.6
2017-06-10,85,60,0,29.4,15.6
2017-06-11,89,64,0,31.7,17.8
2017-06-12,83,71,1.2,28.3,21.7
2017-06-13,82,70,0.39,27.8,21.1
2017-06-14,78,68,0.21,25.6,20.0
2017-06-15,83,70,0.13,28.3,21.1
2017-06-16,87,69,0,30.6,20.6
2017-06-17,90,69,0,32.2,20.6
2017-06-18,91,70,0.09,32.8,21.1
2017-06-19,93,71,0.06,33.9,21.7
2017-06-20,93,71,0.98,33.9,21.7
2017-06-21,75,73,1.36,23.9,22.8
2017-06-22,84,72,0.1,28.9,22.2
2017-06-23,93,71,0,33.9,21.7
2017-06-24,92,73,0,33.3,22.8
2017-06-25,89,69,0.16,31.7,20.6
2017-06-26,93,68,0.5,33.9,20.0
2017-06-27,89,69,0,31.7,20.6
2017-06-28,88,68,0,31.1,20.0
2017-06-29,87,70,0.28,30.6,21.1
2017-06-30,89,71,0.16,31.7,21.7
2017-07-01,92,72,0.12,33.3,22.2
2017-07-02,94,73,0,34.4,22.8
2017-07-03,93,72,0,33.9,22.2
2017-07-04,93,72,0,33.9,22.2
2017-07-05,96,72,0,35.6,22.2
2017-07-06,96,73,0,35.6,22.8
2017-07-07,96,75,0,35.6,23.9
2017-07-08,96,73,0,35.6,22.8
2017-07-09,96,70,0.22,35.6,21.1
2017-07-10,96,70,0.2,35.6,21.1
2017-07-11,88,70,0.14,31.1,21.1
2017-07-12,92,71,0,33.3,21.7
2017-07-13,91,74,0.07,32.8,23.3
2017-07-14,95,71,0.46,35.0,21.7
2017-07-15,95,74,0,35.0,23.3
2017-07-16,92,71,0,33.3,21.7
2017-07-17,88,71,1.5,31.1,21.7
2017-07-18,82,71,0.43,27.8,21.7
2017-07-19,91,71,0,32.8,21.7
2017-07-20,93,72,0,33.9,22.2
2017-07-21,95,73,0,35.0,22.8
2017-07-22,93,70,0.21,33.9,21.1
2017-07-23,94,72,0,34.4,22.2
2017-07-24,91,72,1.7,32.8,22.2
2017-07-25,91,74,0.85,32.8,23.3
2017-07-26,91,73,0,32.8,22.8
2017-07-27,91,73,0.12,32.8,22.8
2017-07-28,91,73,0,32.8,22.8
2017-07-29,93,76,0.1,33.9,24.4
2017-07-30,85,74,0.09,29.4,23.3
2017-07-31,90,71,0.17,32.2,21.7
2017-08-01,90,71,0.16,32.2,21.7
2017-08-02,90,71,0.15,32.2,21.7
2017-08-03,90,71,0.17,32.2,21.7
2017-08-04,93,70,0.08,33.9,21.1
2017-08-05,88,72,0.9,31.1,22.2
2017-08-06,88,72,0.11,31.1,22.2
2017-08-07,92,72,0,33.3,22.2
2017-08-08,94,74,0.55,34.4,23.3
2017-08-09,93,72,0,33.9,22.2
2017-08-10,93,71,0.31,33.9,21.7
2017-08-11,91,71,0,32.8,21.7
2017-08-12,94,74,0.09,34.4,23.3
2017-08-13,94,74,0,34.4,23.3
2017-08-14,94,75,0.42,34.4,23.9
2017-08-15,91,73,0,32.8,22.8
2017-08-16,94,73,0,34.4,22.8
2017-08-17,95,75,0,35.0,23.9
2017-08-18,94,75,0,34.4,23.9
2017-08-19,96,75,0,35.6,23.9
2017-08-20,96,71,0,35.6,21.7
2017-08-21,97,71,0,36.1,21.7
2017-08-22,92,72,0,33.3,22.2
2017-08-23,94,74,0,34.4,23.3
2017-08-24,95,73,0,35.0,22.8
2017-08-25,96,73,0,35.6,22.8
2017-08-26,96,73,0,35.6,22.8
2017-08-27,90,73,0,32.2,22.8
2017-08-28,86,70,0,30.0,21.1
2017-08-29,88,67,0,31.1,19.4
2017-08-30,88,67,0,31.1,19.4
2017-08-31,93,71,0.37,33.9,21.7
2017-09-01,93,70,0.19,33.9,21.1
2017-09-02,93,70,0.02,33.9,21.1
2017-09-03,85,68,0,29.4,20.0
2017-09-04,90,68,0,32.2,20.0
2017-09-05,93,69,0,33.9,20.6
2017-09-06,91,70,0.2,32.8,21.1
2017-09-07,91,60,0.08,32.8,15.6
2017-09-08,91,60,0,32.8,15.6
2017-09-09,85,63,0,29.4,17.2
2017-09-10,80,64,0,26.7,17.8
2017-09-11,69,54,1.16,20.6,12.2
2017-09-12,69,54,3.06,20.6,12.2
2017-09-13,83,61,0,28.3,16.1
2017-09-14,84,65,0.23,28.9,18.3
2017-09-15,88,65,0,31.1,18.3
2017-09-16,90,65,0,32.2,18.3
2017-09-17,85,67,0.07,29.4,19.4
2017-09-18,88,64,0,31.1,17.8
2017-09-19,90,65,0,32.2,18.3
2017-09-20,90,66,0,32.2,18.9
2017-09-21,90,66,0,32.2,18.9
2017-09-22,90,66,0,32.2,18.9
2017-09-23,90,67,0,32.2,19.4
2017-09-24,88,68,0,31.1,20.0
2017-09-25,86,66,0,30.0,18.9
2017-09-26,88,63,0,31.1,17.2
2017-09-27,89,63,0,31.7,17.2
2017-09-28,92,63,0,33.3,17.2
2017-09-29,83,62,0.14,28.3,16.7
2017-09-30,83,62,0.14,28.3,16.7
2017-10-01,87,67,0,30.6,19.4
2017-10-02,87,64,0.21,30.6,17.8
2017-10-03,83,64,0.02,28.3,17.8
2017-10-04,83,65,0,28.3,18.3
2017-10-05,81,64,0,27.2,17.8
2017-10-06,84,64,0,28.9,17.8
2017-10-07,84,69,0,28.9,20.6
2017-10-08,89,73,0,31.7,22.8
2017-10-09,83,75,0.32,28.3,23.9
2017-10-10,91,72,0,32.8,22.2
2017-10-11,92,72,0,33.3,22.2
2017-10-12,86,69,0.13,30.0,20.6
2017-10-13,91,68,0,32.8,20.0
2017-10-14,91,68,0,32.8,20.0
2017-10-15,91,66,0.01,32.8,18.9
2017-10-16,86,65,0,30.0,18.3
2017-10-17,87,55,0,30.6,12.8
2017-10-18,72,51,0,22.2,10.6
2017-10-19,77,51,0,25.0,10.6
2017-10-20,81,51,0,27.2,10.6
2017-10-21,83,52,0,28.3,11.1
2017-10-22,85,61,0,29.4,16.1
2017-10-23,87,61,1.1,30.6,16.1
2017-10-24,87,53,1.87,30.6,11.7
2017-10-25,87,46,0,30.6,7.8
2017-10-26,65,40,0,18.3,4.4
2017-10-27,71,40,0,21.7,4.4
2017-10-28,76,40,0,24.4,4.4
2017-10-29,81,41,0.03,27.2,5.0
2017-10-30,81,38,0.03,27.2,3.3
2017-10-31,66,38,0,18.9,3.3
2017-11-01,76,44,0,24.4,6.7
2017-11-02,77,44,0,25.0,6.7
2017-11-03,80,44,0,26.7,6.7
2017-11-04,80,53,0,26.7,11.7
2017-11-05,84,55,0,28.9,12.8
2017-11-06,82,57,0,27.8,13.9
2017-11-07,82,56,0,27.8,13.3
2017-11-08,83,58,0,28.3,14.4
2017-11-09,80,58,0,26.7,14.4
2017-11-10,58,49,0.45,14.4,9.4
2017-11-11,66,47,0,18.9,8.3
2017-11-12,66,47,0,18.9,8.3
2017-11-13,66,47,0,18.9,8.3
2017-11-14,71,47,0.06,21.7,8.3
2017-11-15,64,42,0,17.8,5.6
2017-11-16,64,39,0,17.8,3.9
2017-11-17,70,39,0,21.1,3.9
2017-11-18,71,44,0,21.7,6.7
2017-11-19,75,46,0,23.9,7.8
2017-11-20,62,36,0.17,16.7,2.2
2017-11-21,64,36,0,17.8,2.2
2017-11-22,67,36,0.03,19.4,2.2
2017-11-23,70,53,0,21.1,11.7
2017-11-24,59,43,0,15.0,6.1
2017-11-25,66,37,0,18.9,2.8
2017-11-26,67,37,0,19.4,2.8
2017-11-27,69,34,0,20.6,1.1
2017-11-28,68,35,0,20.0,1.7
2017-11-29,77,47,0,25.0,8.3
2017-11-30,79,47,0,26.1,8.3
2017-12-01,79,47,0,26.1,8.3
2017-12-02,78,50,0,25.6,10.0
2017-12-03,76,51,0,24.4,10.6
2017-12-04,60,53,0,15.6,11.7
2017-12-05,72,52,0,22.2,11.1
2017-12-06,78,52,0,25.6,11.1
2017-12-07,63,46,0.28,17.2,7.8
2017-12-08,63,40,1.03,17.2,4.4
2017-12-09,63,40,1.36,17.2,4.4
2017-12-10,63,30,0,17.2,-1.1
2017-12-11,63,28,0,17.2,-2.2
2017-12-12,63,29,0,17.2,-1.7
2017-12-13,59,35,0,15.0,1.7
2017-12-14,59,35,0,15.0,1.7
2017-12-15,63,35,0,17.2,1.7
2017-12-16,54,33,0,12.2,0.6
2017-12-17,55,34,0,12.8,1.1
2017-12-18,73,42,0,22.8,5.6
2017-12-19,70,61,0.05,21.1,16.1
2017-12-20,70,57,0,21.1,13.9
2017-12-21,74,57,0.1,23.3,13.9
2017-12-22,69,57,0,20.6,13.9
2017-12-23,64,53,0,17.8,11.7
2017-12-24,75,39,0.03,23.9,3.9
2017-12-25,63,36,0,17.2,2.2
2017-12-26,50,33,0,10.0,0.6
2017-12-27,55,32,0,12.8,0.0
2017-12-28,55,32,0.2,12.8,0.0
2017-12-29,44,36,0.06,6.7,2.2
2017-12-30,52,32,0,11.1,0.0
2017-12-31,56,32,0,13.3,0.0
2018-01-01,44,35,0,6.7,1.7
2018-01-02,44,21,0,6.7,-6.1
2018-01-03,44,21,0,6.7,-6.1
2018-01-04,41,24,0,5.0,-4.4
2018-01-05,43,23,0,6.1,-5.0
2018-01-06,44,23,0,6.7,-5.0
2018-01-07,47,23,0,8.3,-5.0
2018-01-08,49,23,0,9.4,-5.0
2018-01-09,59,33,0,15.0,0.6
2018-01-10,66,53,0.02,18.9,11.7
2018-01-11,71,55,0.05,21.7,12.8
2018-01-12,76,63,0,24.4,17.2
2018-01-13,65,30,0.54,18.3,-1.1
2018-01-14,44,27,0,6.7,-2.8
2018-01-15,48,27,0,8.9,-2.8
2018-01-16,52,27,0,11.1,-2.8
2018-01-17,60,27,0,15.6,-2.8
2018-01-18,37,20,0.03,2.8,-6.7
2018-01-19,47,20,0,8.3,-6.7
2018-01-20,58,23,0,14.4,-5.0
2018-01-21,62,23,0,16.7,-5.0
2018-01-22,69,26,0,20.6,-3.3
2018-01-23,75,51,0.01,23.9,10.6
2018-01-24,67,37,0,19.4,2.8
2018-01-25,56,37,0,13.3,2.8
2018-01-26,60,33,0,15.6,0.6
2018-01-27,66,37,0,18.9,2.8
2018-01-28,71,51,0,21.7,10.6
2018-01-29,65,55,1.48,18.3,12.8
2018-01-30,64,38,0,17.8,3.3
2018-01-31,51,28,0,10.6,-2.2
2018-02-01,60,32,0,15.6,0.0
2018-02-02,66,32,0.05,18.9,0.0
2018-02-03,66,32,0,18.9,0.0
2018-02-04,66,32,0,18.9,0.0
2018-02-05,68,32,1.6,20.0,0.0
2018-02-06,66,39,0,18.9,3.9
2018-02-07,75,41,0,23.9,5.0
2018-02-08,75,41,0.65,23.9,5.0
2018-02-09,75,41,0,23.9,5.0
2018-02-10,55,50,0.06,12.8,10.0
2018-02-11,76,55,0,24.4,12.8
2018-02-12,68,60,0.84,20.0,15.6
2018-02-13,67,58,0.42,19.4,14.4
2018-02-14,64,50,0,17.8,10.0
2018-02-15,66,50,0,18.9,10.0
2018-02-16,74,58,0,23.3,14.4
2018-02-17,80,58,0,26.7,14.4
2018-02-18,80,57,0,26.7,13.9
2018-02-19,80,57,0,26.7,13.9
2018-02-20,81,60,0,27.2,15.6
2018-02-21,82,66,0,27.8,18.9
2018-02-22,85,63,0,29.4,17.2
2018-02-23,85,58,0,29.4,14.4
2018-02-24,82,58,0,27.8,14.4
2018-02-25,84,59,0,28.9,15.0
2018-02-26,79,57,0.2,26.1,13.9
2018-02-27,79,51,0.37,26.1,10.6
2018-02-28,64,51,0,17.8,10.6
2018-03-01,78,53,0,25.6,11.7
2018-03-02,83,50,0,28.3,10.0
2018-03-03,83,42,0,28.3,5.6
2018-03-04,83,37,0,28.3,2.8
2018-03-05,83,37,0,28.3,2.8
2018-03-06,68,42,0,20.0,5.6
2018-03-07,65,44,0.09,18.3,6.7
2018-03-08,65,32,0,18.3,0.0
2018-03-09,65,29,0,18.3,-1.7
2018-03-10,64,31,0,17.8,-0.6
2018-03-11,68,34,0,20.0,1.1
2018-03-12,71,40,0.86,21.7,4.4
2018-03-13,71,37,0,21.7,2.8
2018-03-14,60,37,0,15.6,2.8
2018-03-15,58,29,0,14.4,-1.7
2018-03-16,67,29,0,19.4,-1.7
2018-03-17,72,29,0,22.2,-1.7
2018-03-18,79,53,0,26.1,11.7
2018-03-19,81,53,0.17,27.2,11.7
2018-03-20,75,62,0.87,23.9,16.7
2018-03-21,80,47,0,26.7,8.3
2018-03-22,60,40,0,15.6,4.4
2018-03-23,62,37,0,16.7,2.8
2018-03-24,66,37,0,18.9,2.8
2018-03-25,78,42,0,25.6,5.6
2018-03-26,79,48,0,26.1,8.9
2018-03-27,74,46,0.11,23.3,7.8
2018-03-28,73,51,0,22.8,10.6
2018-03-29,81,52,0,27.2,11.1
2018-03-30,71,48,0.15,21.7,8.9
2018-03-31,71,49,0.14,21.7,9.4
2018-04-01,73,48,0,22.8,8.9
2018-04-02,79,49,0,26.1,9.4
2018-04-03,79,49,0,26.1,9.4
2018-04-04,85,53,0,29.4,11.7
2018-04-05,85,42,0.03,29.4,5.6
2018-04-06,73,43,0,22.8,6.1
2018-04-07,81,49,0,27.2,9.4
2018-04-08,68,47,0.71,20.0,8.3
2018-04-09,63,46,0,17.2,7.8
2018-04-10,69,53,0,20.6,11.7
2018-04-11,66,44,0.1,18.9,6.7
2018-04-12,73,45,0,22.8,7.2
2018-04-13,79,45,0,26.1,7.2
2018-04-14,83,53,0,28.3,11.7
2018-04-15,86,53,0,30.0,11.7
2018-04-16,71,41,1,21.7,5.0
2018-04-17,65,39,0,18.3,3.9
2018-04-18,75,40,0,23.9,4.4
2018-04-19,87,44,0,30.6,6.7
2018-04-20,87,49,0,30.6,9.4
2018-04-21,70,51,0,21.1,10.6
2018-04-22,70,51,0,21.1,10.6
2018-04-23,72,60,0.08,22.2,15.6
2018-04-24,83,56,0.75,28.3,13.3
2018-04-25,83,55,0,28.3,12.8
2018-04-26,76,51,0,24.4,10.6
2018-04-27,79,53,0,26.1,11.7
2018-04-28,79,50,0,26.1,10.0
2018-04-29,80,50,0,26.7,10.0
2018-04-30,80,52,0,26.7,11.1
2018-05-01,81,50,0,27.2,10.0
2018-05-02,85,51,0,29.4,10.6
2018-05-03,86,51,0,30.0,10.6
2018-05-04,86,55,0,30.0,12.8
2018-05-05,87,55,0,30.6,12.8
2018-05-06,87,59,0,30.6,15.0
2018-05-07,85,59,0,29.4,15.0
2018-05-08,86,56,0,30.0,13.3
2018-05-09,88,58,0,31.1,14.4
2018-05-10,89,62,0,31.7,16.7
2018-05-11,91,63,0,32.8,17.2
2018-05-12,93,63,0,33.9,17.2
2018-05-13,97,63,0,36.1,17.2
2018-05-14,93,65,0,33.9,18.3
2018-05-15,93,65,0.22,33.9,18.3
2018-05-16,80,68,1.15,26.7,20.0
2018-05-17,85,68,0.26,29.4,20.0
2018-05-18,86,70,0.1,30.0,21.1
2018-05-19,85,68,0.04,29.4,20.0
2018-05-20,90,70,0,32.2,21.1
2018-05-21,82,66,0.17,27.8,18.9
2018-05-22,84,69,0.21,28.9,20.6
2018-05-23,85,67,0.89,29.4,19.4
2018-05-24,88,68,0.68,31.1,20.0
2018-05-25,88,68,0,31.1,20.0
2018-05-26,90,68,0,32.2,20.0
2018-05-27,87,66,0.12,30.6,18.9
2018-05-28,87,66,0.32,30.6,18.9
2018-05-29,82,72,0.69,27.8,22.2
2018-05-30,82,71,2.27,27.8,21.7
2018-05-31,86,71,0.07,30.0,21.7
2018-06-01,90,72,0,32.2,22.2
2018-06-02,91,73,0,32.8,22.8
2018-06-03,86,73,1.34,30.0,22.8
2018-06-04,93,68,0.75,33.9,20.0
2018-06-05,88,62,0.75,31.1,16.7
2018-06-06,88,62,0,31.1,16.7
2018-06-07,87,67,0,30.6,19.4
2018-06-08,92,68,0,33.3,20.0
2018-06-09,93,68,0,33.9,20.0
2018-06-10,88,68,0.03,31.1,20.0
2018-06-11,91,69,0,32.8,20.6
2018-06-12,88,71,0,31.1,21.7
2018-06-13,87,71,0,30.6,21.7
2018-06-14,89,70,0.07,31.7,21.1
2018-06-15,90,71,0,32.2,21.7
2018-06-16,90,70,0,32.2,21.1
2018-06-17,89,71,0.08,31.7,21.7
2018-06-18,88,68,0.19,31.1,20.0
2018-06-19,88,68,0.18,31.1,20.0
2018-06-20,93,70,0,33.9,21.1
2018-06-21,95,72,0,35.0,22.2
2018-06-22,89,68,0.17,31.7,20.0
2018-06-23,95,70,0,35.0,21.1
2018-06-24,94,76,0,34.4,24.4
2018-06-25,97,74,0,36.1,23.3
2018-06-26,98,71,0,36.7,21.7
2018-06-27,93,71,0,33.9,21.7
2018-06-28,94,71,1.01,34.4,21.7
2018-06-29,94,70,1.45,34.4,21.1
2018-06-30,95,70,0,35.0,21.1
2018-07-01,95,70,2.33,35.0,21.1
2018-07-02,86,72,0,30.0,22.2
2018-07-03,94,74,0,34.4,23.3
2018-07-04,94,72,0,34.4,22.2
2018-07-05,87,72,0,30.6,22.2
2018-07-06,89,71,0.75,31.7,21.7
2018-07-07,93,70,0,33.9,21.1
2018-07-08,93,70,0,33.9,21.1
2018-07-09,90,70,0,32.2,21.1
2018-07-10,89,72,0.25,31.7,22.2
2018-07-11,93,70,0,33.9,21.1
2018-07-12,95,70,0,35.0,21.1
2018-07-13,96,74,0,35.6,23.3
2018-07-14,96,74,0,35.6,23.3
2018-07-15,90,72,0.21,32.2,22.2
2018-07-16,88,72,1.76,31.1,22.2
2018-07-17,89,73,0,31.7,22.8
2018-07-18,93,73,0,33.9,22.8
2018-07-19,93,75,0,33.9,23.9
2018-07-20,87,73,0.06,30.6,22.8
2018-07-21,88,72,0.26,31.1,22.2
2018-07-22,83,70,0.55,28.3,21.1
2018-07-23,93,70,0,33.9,21.1
2018-07-24,85,70,0.09,29.4,21.1
2018-07-25,90,70,0,32.2,21.1
2018-07-26,90,71,0,32.2,21.7
2018-07-27,93,74,0,33.9,23.3
2018-07-28,93,72,0.25,33.9,22.2
2018-07-29,93,72,0,33.9,22.2
2018-07-30,87,71,0.12,30.6,21.7
2018-07-31,87,71,0.37,30.6,21.7
2018-08-01,85,74,0.08,29.4,23.3
2018-08-02,82,72,0.06,27.8,22.2
2018-08-03,86,70,0.75,30.0,21.1
2018-08-04,90,66,0,32.2,18.9
2018-08-05,93,72,0,33.9,22.2
2018-08-06,94,72,0,34.4,22.2
2018-08-07,89,70,0.28,31.7,21.1
2018-08-08,94,71,0,34.4,21.7
2018-08-09,95,71,0,35.0,21.7
2018-08-10,93,71,0.67,33.9,21.7
2018-08-11,90,71,1.07,32.2,21.7
2018-08-12,90,71,0,32.2,21.7
2018-08-13,92,74,0,33.3,23.3
2018-08-14,94,70,0,34.4,21.1
2018-08-15,93,71,0.55,33.9,21.7
2018-08-16,92,72,1.28,33.3,22.2
2018-08-17,92,71,0,33.3,21.7
2018-08-18,92,71,0.25,33.3,21.7
2018-08-19,92,71,0.33,33.3,21.7
2018-08-20,91,72,0,32.8,22.2
2018-08-21,92,71,0.18,33.3,21.7
2018-08-22,89,71,0.08,31.7,21.7
2018-08-23,84,69,0.06,28.9,20.6
2018-08-24,89,69,0,31.7,20.6
2018-08-25,88,71,0,31.1,21.7
2018-08-26,89,71,0,31.7,21.7
2018-08-27,89,72,0,31.7,22.2
2018-08-28,92,72,0,33.3,22.2
2018-08-29,92,71,0.31,33.3,21.7
2018-08-30,93,70,0.04,33.9,21.1
2018-08-31,88,68,0.12,31.1,20.0
2018-09-01,91,70,0.25,32.8,21.1
2018-09-02,91,70,0.15,32.8,21.1
2018-09-03,90,73,0,32.2,22.8
2018-09-04,88,73,0.04,31.1,22.8
2018-09-05,88,68,0,31.1,20.0
2018-09-06,92,70,0,33.3,21.1
2018-09-07,88,67,0,31.1,19.4
2018-09-08,89,71,0,31.7,21.7
2018-09-09,92,70,0,33.3,21.1
2018-09-10,91,70,0.18,32.8,21.1
2018-09-11,87,66,0.15,30.6,18.9
2018-09-12,92,72,0.05,33.3,22.2
2018-09-13,91,65,0,32.8,18.3
2018-09-14,86,66,0.15,30.0,18.9
2018-09-15,93,74,0,33.9,23.3
2018-09-16,86,65,0.15,30.0,18.3
2018-09-17,94,72,0,34.4,22.2
2018-09-18,96,71,0.29,35.6,21.7
2018-09-19,85,65,0.13,29.4,18.3
2018-09-20,95,70,0,35.0,21.1
2018-09-21,93,70,0,33.9,21.1
2018-09-22,92,69,0,33.3,20.6
2018-09-23,90,69,0,32.2,20.6
2018-09-24,84,63,0.13,28.9,17.2
2018-09-25,92,71,0.18,33.3,21.7
2018-09-26,93,71,0,33.9,21.7
2018-09-27,93,70,1.21,33.9,21.1
2018-09-28,83,62,0.14,28.3,16.7
2018-09-29,83,62,0.14,28.3,16.7
2018-09-30,92,71,0.32,33.3,21.7
2018-10-01,90,70,0,32.2,21.1
2018-10-02,86,70,0,30.0,21.1
2018-10-03,86,68,0,30.0,20.0
2018-10-04,81,60,0.11,27.2,15.6
2018-10-05,89,66,0,31.7,18.9
2018-10-06,81,59,0.11,27.2,15.0
2018-10-07,80,59,0.1,26.7,15.0
2018-10-08,80,59,0.1,26.7,15.0
2018-10-09,90,73,0.04,32.2,22.8
2018-10-10,85,73,0,29.4,22.8
2018-10-11,81,73,2.82,27.2,22.8
2018-10-12,85,55,0,29.4,12.8
2018-10-13,79,56,0,26.1,13.3
2018-10-14,80,57,0,26.7,13.9
2018-10-15,87,59,0,30.6,15.0
2018-10-16,88,59,0,31.1,15.0
2018-10-17,90,60,0,32.2,15.6
2018-10-18,87,70,0,30.6,21.1
2018-10-19,87,63,0,30.6,17.2
2018-10-20,83,63,0,28.3,17.2
2018-10-21,82,55,0,27.8,12.8
2018-10-22,66,55,0,18.9,12.8
2018-10-23,68,55,0,20.0,12.8
2018-10-24,68,49,0,20.0,9.4
2018-10-25,70,49,0.11,21.1,9.4
2018-10-26,66,51,0.05,18.9,10.6
2018-10-27,80,51,0,26.7,10.6
2018-10-28,65,49,0,18.3,9.4
2018-10-29,75,49,0,23.9,9.4
2018-10-30,72,49,0.08,22.2,9.4
2018-10-31,72,49,0.07,22.2,9.4
2018-11-01,81,42,0,27.2,5.6
2018-11-02,81,42,0.35,27.2,5.6
2018-11-03,71,48,0.09,21.7,8.9
2018-11-04,67,38,0,19.4,3.3
2018-11-05,66,47,0.53,18.9,8.3
2018-11-06,71,47,0,21.7,8.3
2018-11-07,79,47,0.86,26.1,8.3
2018-11-08,75,63,1.11,23.9,17.2
2018-11-09,75,64,0,23.9,17.8
2018-11-10,78,45,0.03,25.6,7.2
2018-11-11,78,40,0,25.6,4.4
2018-11-12,78,40,0,25.6,4.4
2018-11-13,65,49,0.1,18.3,9.4
2018-11-14,70,50,0.06,21.1,10.0
2018-11-15,70,44,1.98,21.1,6.7
2018-11-16,70,29,0.4,21.1,-1.7
2018-11-17,70,29,0,21.1,-1.7
2018-11-18,70,29,0,21.1,-1.7
2018-11-19,70,40,0,21.1,4.4
2018-11-20,70,43,0,21.1,6.1
2018-11-21,70,37,0,21.1,2.8
2018-11-22,59,36,0,15.0,2.2
2018-11-23,58,36,0,14.4,2.2
2018-11-24,58,36,0.05,14.4,2.2
2018-11-25,66,43,0.12,18.9,6.1
2018-11-26,65,36,0,18.3,2.2
2018-11-27,63,31,0,17.2,-0.6
2018-11-28,47,27,0,8.3,-2.8
2018-11-29,50,27,0,10.0,-2.8
2018-11-30,62,27,0,16.7,-2.8
2018-12-01,70,39,0.24,21.1,3.9
2018-12-02,70,55,2.46,21.1,12.8
2018-12-03,71,56,3.1,21.7,13.3
2018-12-04,71,42,0,21.7,5.6
2018-12-05,71,33,0,21.7,0.6
2018-12-06,48,26,0,8.9,-3.3
2018-12-07,49,28,0,9.4,-2.2
2018-12-08,57,30,0,13.9,-1.1
2018-12-09,57,30,0.02,13.9,-1.1
2018-12-10,52,30,0.87,11.1,-1.1
2018-12-11,43,36,0,6.1,2.2
2018-12-12,49,25,0,9.4,-3.9
2018-12-13,58,25,0,14.4,-3.9
2018-12-14,59,40,0,15.0,4.4
2018-12-15,63,52,1.33,17.2,11.1
2018-12-16,61,42,0,16.1,5.6
2018-12-17,50,40,0,10.0,4.4
2018-12-18,61,37,0,16.1,2.8
2018-12-19,63,36,0,17.2,2.2
2018-12-20,57,45,0,13.9,7.2
2018-12-21,60,26,0.89,15.6,-3.3
2018-12-22,60,26,0,15.6,-3.3
2018-12-23,60,26,0,15.6,-3.3
2018-12-24,64,26,0,17.8,-3.3
2018-12-25,58,30,0,14.4,-1.1
2018-12-26,61,30,0,16.1,-1.1
2018-12-27,62,30,0,16.7,-1.1
2018-12-28,66,30,0,18.9,-1.1
2018-12-29,69,58,0.78,20.6,14.4
2018-12-30,63,58,0.05,17.2,14.4
2018-12-31,60,37,0.15,15.6,2.8
2019-01-01,76,37,0,24.4,2.8
2019-01-02,79,61,0,26.1,16.1
2019-01-03,73,56,0,22.8,13.3
2019-01-04,72,57,0,22.2,13.9
2019-01-05,72,41,1.25,22.2,5.0
2019-01-06,72,37,0,22.2,2.8
2019-01-07,72,37,0,22.2,2.8
2019-01-08,68,37,0,20.0,2.8
2019-01-09,68,44,0,20.0,6.7
2019-01-10,68,34,0,20.0,1.1
2019-01-11,68,29,0,20.0,-1.7
2019-01-12,56,29,0,13.3,-1.7
2019-01-13,64,41,0,17.8,5.0
2019-01-14,65,39,0,18.3,3.9
2019-01-15,45,38,0,7.2,3.3
2019-01-16,45,29,0,7.2,-1.7
